country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
Afghanistan,2/22/2021,0,0,,,,0,0,,,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,2/23/2021,,,,,1367,,,,35,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,2/24/2021,,,,,1367,,,,35,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,2/25/2021,,,,,1367,,,,35,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,2/26/2021,,,,,1367,,,,35,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,2/27/2021,,,,,1367,,,,35,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,2/28/2021,8200,8200,,,1367,0.02,0.02,,35,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/1/2021,,,,,1580,,,,41,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/2/2021,,,,,1794,,,,46,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/3/2021,,,,,2008,,,,52,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/4/2021,,,,,2221,,,,57,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/5/2021,,,,,2435,,,,63,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/6/2021,,,,,2649,,,,68,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/7/2021,,,,,2862,,,,74,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/8/2021,,,,,2862,,,,74,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/9/2021,,,,,2862,,,,74,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/10/2021,,,,,2862,,,,74,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/11/2021,,,,,2862,,,,74,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/12/2021,,,,,2862,,,,74,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/13/2021,,,,,2862,,,,74,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/14/2021,,,,,2862,,,,74,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/15/2021,,,,,2862,,,,74,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/16/2021,54000,54000,,,2862,0.14,0.14,,74,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/17/2021,,,,,2882,,,,74,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/18/2021,,,,,2902,,,,75,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/19/2021,,,,,2921,,,,75,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/20/2021,,,,,2941,,,,76,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/21/2021,,,,,2961,,,,76,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/22/2021,,,,,2980,,,,77,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/23/2021,,,,,3000,,,,77,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/24/2021,,,,,3000,,,,77,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/25/2021,,,,,3000,,,,77,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/26/2021,,,,,3000,,,,77,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/27/2021,,,,,3000,,,,77,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/28/2021,,,,,3000,,,,77,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/29/2021,,,,,3000,,,,77,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/30/2021,,,,,3000,,,,77,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,3/31/2021,,,,,3000,,,,77,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/1/2021,,,,,3000,,,,77,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/2/2021,,,,,3000,,,,77,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/3/2021,,,,,3000,,,,77,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/4/2021,,,,,3000,,,,77,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/5/2021,,,,,3000,,,,77,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/6/2021,,,,,3000,,,,77,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/7/2021,120000,120000,,,3000,0.31,0.31,,77,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/8/2021,,,,,3714,,,,95,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/9/2021,,,,,4429,,,,114,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/10/2021,,,,,5143,,,,132,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/11/2021,,,,,5857,,,,150,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/12/2021,,,,,6571,,,,169,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/13/2021,,,,,7286,,,,187,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/14/2021,,,,,8000,,,,206,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/15/2021,,,,,8000,,,,206,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/16/2021,,,,,8000,,,,206,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/17/2021,,,,,8000,,,,206,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/18/2021,,,,,8000,,,,206,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/19/2021,,,,,8000,,,,206,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/20/2021,,,,,8000,,,,206,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/21/2021,,,,,8000,,,,206,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/22/2021,240000,240000,,,8000,0.62,0.62,,206,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/23/2021,,,,,8846,,,,227,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/24/2021,,,,,9692,,,,249,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/25/2021,,,,,10538,,,,271,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/26/2021,,,,,11384,,,,292,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/27/2021,,,,,12229,,,,314,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/28/2021,,,,,13075,,,,336,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/29/2021,,,,,13921,,,,358,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,4/30/2021,,,,,13921,,,,358,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/1/2021,,,,,13921,,,,358,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/2/2021,,,,,13921,,,,358,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/3/2021,,,,,13921,,,,358,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/4/2021,,,,,13921,,,,358,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/5/2021,,,,,13921,,,,358,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/6/2021,,,,,13921,,,,358,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/7/2021,,,,,13921,,,,358,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/8/2021,,,,,13921,,,,358,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/9/2021,,,,,13921,,,,358,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/10/2021,,,,,13921,,,,358,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/11/2021,504502,448878,55624,,13921,1.3,1.15,0.14,358,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/12/2021,,,,,12621,,,,324,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/13/2021,,,,,11321,,,,291,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/14/2021,,,,,10022,,,,257,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/15/2021,,,,,8722,,,,224,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/16/2021,,,,,7422,,,,191,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/17/2021,,,,,6122,,,,157,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/18/2021,,,,,4822,,,,124,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/19/2021,,,,,4822,,,,124,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/20/2021,547901,470341,77560,,4822,1.41,1.21,0.2,124,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/21/2021,,,,,5040,,,,129,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/22/2021,,,,,5257,,,,135,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/23/2021,,,,,5474,,,,141,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/24/2021,573277,476367,96910,,5692,1.47,1.22,0.25,146,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/25/2021,,,,,6230,,,,160,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/26/2021,590454,479372,111082,,6768,1.52,1.23,0.29,174,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/27/2021,593313,479574,113739,2859,6487,1.52,1.23,0.29,167,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/28/2021,,,,,5907,,,,152,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/29/2021,,,,,5326,,,,137,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/30/2021,600152,480226,119926,,4746,1.54,1.23,0.31,122,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,5/31/2021,,,,,5084,,,,131,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/1/2021,,,,,5102,,,,131,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/2/2021,626290,481690,144600,,5119,1.61,1.24,0.37,131,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/3/2021,630305,481800,148505,4015,5285,1.62,1.24,0.38,136,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/4/2021,,,,,5273,,,,135,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/5/2021,,,,,5261,,,,135,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/6/2021,,,,,5250,,,,135,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/7/2021,,,,,4319,,,,111,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/8/2021,641295,482952,158343,,3388,1.65,1.24,0.41,87,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/9/2021,,,,,2637,,,,68,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/10/2021,,,,,2556,,,,66,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/11/2021,,,,,2735,,,,70,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/12/2021,,,,,2914,,,,75,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/13/2021,,,,,3093,,,,79,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/14/2021,662003,484737,177266,,3272,1.7,1.25,0.46,84,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/15/2021,,,,,4813,,,,124,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/16/2021,,,,,6175,,,,159,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/17/2021,,,,,7538,,,,194,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/18/2021,,,,,8900,,,,229,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/19/2021,,,,,10262,,,,264,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/20/2021,,,,,11624,,,,299,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/21/2021,,,,,12986,,,,334,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/22/2021,765890,582128,183762,,12986,1.97,1.5,0.47,334,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/23/2021,,,,,13125,,,,337,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/24/2021,,,,,13264,,,,341,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/25/2021,,,,,13404,,,,344,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/26/2021,,,,,13543,,,,348,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/27/2021,835694,649434,186260,,13682,2.15,1.67,0.48,351,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/28/2021,,,,,14263,,,,366,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/29/2021,,,,,14844,,,,381,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,6/30/2021,886854,699200,187654,,15286,2.28,1.8,0.48,393,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/1/2021,,,,,14115,,,,363,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/2/2021,,,,,12944,,,,333,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/3/2021,,,,,11773,,,,302,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/4/2021,,,,,10602,,,,272,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/5/2021,915671,726349,189322,,8989,2.35,1.87,0.49,231,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/6/2021,,,,,7895,,,,203,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/7/2021,934463,735213,199250,,6801,2.4,1.89,0.51,175,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/8/2021,,,,,6965,,,,179,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/9/2021,,,,,7128,,,,183,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/10/2021,,,,,7292,,,,187,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/11/2021,962093,742934,219159,,7455,2.47,1.91,0.56,192,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/12/2021,,,,,9588,,,,246,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/13/2021,,,,,11201,,,,288,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/14/2021,1024168,,,,12815,2.63,,,329,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/15/2021,,,,,14331,,,,368,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/16/2021,,,,,15848,,,,407,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/17/2021,,,,,17364,,,,446,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/18/2021,1094257,,,,18881,2.81,,,485,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/19/2021,,,,,17753,,,,456,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/20/2021,,,,,16626,,,,427,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/21/2021,,,,,15499,,,,398,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/22/2021,,,,,14824,,,,381,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/23/2021,,,,,14150,,,,363,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/24/2021,1171064,,,,13476,3.01,,,346,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/25/2021,,,,,16021,,,,412,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/26/2021,,,,,19241,,,,494,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/27/2021,1277085,,,,22461,3.28,,,577,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/28/2021,,,,,28084,,,,721,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/29/2021,1381416,763020,,,33708,3.55,1.96,,866,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/30/2021,,,,,34776,,,,893,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,7/31/2021,,,,,35844,,,,921,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,8/1/2021,1442250,763936,,,33692,3.7,1.96,,865,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,8/2/2021,,,,,34447,,,,885,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,8/3/2021,,,,,35202,,,,904,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,8/4/2021,,,,,33553,,,,862,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,8/5/2021,,,,,31904,,,,820,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,8/6/2021,,,,,34811,,,,894,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,8/7/2021,,,,,37717,,,,969,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,8/8/2021,,,,,40624,,,,1044,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,8/9/2021,1767239,769869,,,40624,4.54,1.98,,1044,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,8/10/2021,,,,,37840,,,,972,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Afghanistan,8/11/2021,1809517,770302,,,35057,4.65,1.98,,901,"Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing"
Albania,1/10/2021,0,0,,,,0,0,,,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,1/11/2021,,,,,64,,,,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,1/12/2021,128,128,,,64,0,0,,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,1/13/2021,188,188,,60,63,0.01,0.01,,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,1/14/2021,266,266,,78,66,0.01,0.01,,23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,1/15/2021,308,308,,42,62,0.01,0.01,,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,1/16/2021,369,369,,61,62,0.01,0.01,,22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,1/17/2021,405,405,,36,58,0.01,0.01,,20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,1/18/2021,447,447,,42,55,0.02,0.02,,19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
Albania,1/19/2021,483,483,,36,51,0.02,0.02,,18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V"
