country,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
Barbados,3/6/2021,48886,48886,,406,1734,17.01,17.01,,6034,Oxford/AstraZeneca
Barbados,3/7/2021,49317,49317,,431,1529,17.16,17.16,,5321,Oxford/AstraZeneca
Barbados,3/8/2021,49393,49393,,76,1181,17.19,17.19,,4110,Oxford/AstraZeneca
Barbados,3/9/2021,49757,49757,,364,932,17.31,17.31,,3243,Oxford/AstraZeneca
Barbados,3/10/2021,50263,50263,,506,772,17.49,17.49,,2686,Oxford/AstraZeneca
Barbados,3/11/2021,50703,50703,,440,609,17.64,17.64,,2119,Oxford/AstraZeneca
Barbados,3/12/2021,50980,50980,,277,357,17.74,17.74,,1242,Oxford/AstraZeneca
Barbados,3/13/2021,51595,51595,,615,387,17.95,17.95,,1347,Oxford/AstraZeneca
Barbados,3/14/2021,52290,52290,,695,425,18.2,18.2,,1479,Oxford/AstraZeneca
Barbados,3/15/2021,53129,53129,,839,534,18.49,18.49,,1858,Oxford/AstraZeneca
Barbados,3/16/2021,54631,54631,,1502,696,19.01,19.01,,2422,Oxford/AstraZeneca
Barbados,3/17/2021,56018,56018,,1387,822,19.49,19.49,,2860,Oxford/AstraZeneca
Barbados,3/18/2021,58214,58214,,2196,1073,20.26,20.26,,3734,Oxford/AstraZeneca
Barbados,3/19/2021,60206,60206,,1992,1318,20.95,20.95,,4586,Oxford/AstraZeneca
Barbados,3/20/2021,61108,61108,,902,1359,21.26,21.26,,4729,Oxford/AstraZeneca
Barbados,3/21/2021,61752,61752,,644,1352,21.49,21.49,,4705,Oxford/AstraZeneca
Barbados,3/22/2021,61781,61781,,29,1236,21.5,21.5,,4301,Oxford/AstraZeneca
Barbados,3/23/2021,62765,62765,,984,1162,21.84,21.84,,4044,Oxford/AstraZeneca
Barbados,3/24/2021,,,,,966,,,,3362,Oxford/AstraZeneca
Barbados,3/25/2021,62802,62802,,,655,21.85,21.85,,2279,Oxford/AstraZeneca
Barbados,3/26/2021,63689,63689,,887,498,22.16,22.16,,1733,Oxford/AstraZeneca
Barbados,3/27/2021,,,,,370,,,,1288,Oxford/AstraZeneca
Barbados,3/28/2021,,,,,279,,,,971,Oxford/AstraZeneca
Barbados,3/29/2021,63711,63711,,,276,22.17,22.17,,960,Oxford/AstraZeneca
Barbados,3/30/2021,63715,63715,,4,136,22.17,22.17,,473,Oxford/AstraZeneca
Barbados,3/31/2021,63728,63728,,13,135,22.18,22.18,,470,Oxford/AstraZeneca
Barbados,4/1/2021,63735,63735,,7,133,22.18,22.18,,463,Oxford/AstraZeneca
Barbados,4/2/2021,63738,63738,,3,7,22.18,22.18,,24,Oxford/AstraZeneca
Barbados,4/3/2021,,,,,6,,,,21,Oxford/AstraZeneca
Barbados,4/4/2021,,,,,5,,,,17,Oxford/AstraZeneca
Barbados,4/5/2021,,,,,5,,,,17,Oxford/AstraZeneca
Barbados,4/6/2021,,,,,4,,,,14,Oxford/AstraZeneca
Barbados,4/7/2021,63747,63747,,,3,22.18,22.18,,10,Oxford/AstraZeneca
Barbados,4/8/2021,64645,64645,,898,130,22.5,22.5,,452,Oxford/AstraZeneca
Barbados,4/9/2021,65867,65867,,1222,304,22.92,22.92,,1058,Oxford/AstraZeneca
Barbados,4/10/2021,65873,65873,,6,305,22.92,22.92,,1061,Oxford/AstraZeneca
Barbados,4/11/2021,,,,,311,,,,1082,Oxford/AstraZeneca
Barbados,4/12/2021,,,,,318,,,,1107,Oxford/AstraZeneca
Barbados,4/13/2021,,,,,325,,,,1131,Oxford/AstraZeneca
Barbados,4/14/2021,66069,66069,,,332,22.99,22.99,,1155,Oxford/AstraZeneca
Barbados,4/15/2021,66900,66900,,831,322,23.28,23.28,,1121,Oxford/AstraZeneca
Barbados,4/16/2021,68480,68480,,1580,373,23.83,23.83,,1298,Oxford/AstraZeneca
Barbados,4/17/2021,69490,69490,,1010,517,24.18,24.18,,1799,Oxford/AstraZeneca
Barbados,4/18/2021,70758,70758,,1268,691,24.62,24.62,,2405,Oxford/AstraZeneca
Barbados,4/19/2021,70884,70884,,126,702,24.67,24.67,,2443,Oxford/AstraZeneca
Barbados,4/20/2021,71134,71134,,250,731,24.75,24.75,,2544,Oxford/AstraZeneca
Barbados,4/21/2021,71350,71350,,216,754,24.83,24.83,,2624,Oxford/AstraZeneca
Barbados,4/22/2021,71648,71648,,298,678,24.93,24.93,,2359,Oxford/AstraZeneca
Barbados,4/23/2021,71881,71881,,233,486,25.01,25.01,,1691,Oxford/AstraZeneca
Barbados,4/24/2021,72728,72728,,847,463,25.31,25.31,,1611,Oxford/AstraZeneca
Barbados,4/25/2021,73590,73590,,862,405,25.61,25.61,,1409,Oxford/AstraZeneca
Barbados,4/26/2021,73677,73677,,87,399,25.64,25.64,,1388,Oxford/AstraZeneca
Barbados,4/27/2021,73808,73808,,131,382,25.68,25.68,,1329,Oxford/AstraZeneca
Barbados,4/28/2021,73931,73931,,123,369,25.73,25.73,,1284,Oxford/AstraZeneca
Barbados,4/29/2021,74040,74040,,109,342,25.76,25.76,,1190,Oxford/AstraZeneca
Barbados,4/30/2021,74218,74218,,178,334,25.83,25.83,,1162,Oxford/AstraZeneca
Barbados,5/1/2021,91157,74608,16549,16939,2633,31.72,25.96,5.76,9162,Oxford/AstraZeneca
Barbados,5/2/2021,92906,74886,18020,1749,2759,32.33,26.06,6.27,9601,Oxford/AstraZeneca
Barbados,5/3/2021,94991,75006,19985,2085,3045,33.06,26.1,6.95,10596,Oxford/AstraZeneca
Barbados,5/4/2021,97329,75148,22181,2338,3360,33.87,26.15,7.72,11692,Oxford/AstraZeneca
Barbados,5/5/2021,100592,75296,25296,3263,3809,35,26.2,8.8,13255,Oxford/AstraZeneca
Barbados,5/6/2021,103827,75360,28467,3235,4255,36.13,26.22,9.91,14807,Oxford/AstraZeneca
Barbados,5/7/2021,105902,75452,30450,2075,4526,36.85,26.26,10.6,15750,Oxford/AstraZeneca
Barbados,5/8/2021,107370,75476,31894,1468,2316,37.36,26.26,11.1,8059,Oxford/AstraZeneca
Barbados,5/9/2021,108208,75491,32717,838,2186,37.65,26.27,11.38,7607,Oxford/AstraZeneca
Barbados,5/10/2021,110190,75537,34653,1982,2171,38.34,26.29,12.06,7555,Oxford/AstraZeneca
Barbados,5/11/2021,112242,75644,36598,2052,2130,39.06,26.32,12.74,7412,Oxford/AstraZeneca
Barbados,5/12/2021,114643,75724,38919,2401,2007,39.89,26.35,13.54,6984,Oxford/AstraZeneca
Barbados,5/13/2021,116924,75794,41130,2281,1871,40.69,26.37,14.31,6511,Oxford/AstraZeneca
Barbados,5/14/2021,118563,75918,42645,1639,1809,41.26,26.42,14.84,6295,Oxford/AstraZeneca
Barbados,5/15/2021,118824,75920,42904,261,1636,41.35,26.42,14.93,5693,Oxford/AstraZeneca
Barbados,5/16/2021,119823,75956,43867,999,1659,41.7,26.43,15.26,5773,Oxford/AstraZeneca
Barbados,5/17/2021,121288,76000,45288,1465,1585,42.21,26.45,15.76,5516,Oxford/AstraZeneca
Barbados,5/18/2021,123177,76045,47132,1889,1562,42.86,26.46,16.4,5435,Oxford/AstraZeneca
Barbados,5/19/2021,125510,76136,49374,2333,1552,43.68,26.49,17.18,5401,Oxford/AstraZeneca
Barbados,5/20/2021,127986,76282,51704,2476,1580,44.54,26.54,17.99,5498,Oxford/AstraZeneca
Barbados,5/21/2021,129216,76336,52880,1230,1522,44.96,26.56,18.4,5296,Oxford/AstraZeneca
Barbados,5/22/2021,130272,76361,53911,1056,1635,45.33,26.57,18.76,5690,Oxford/AstraZeneca
Barbados,5/23/2021,131332,76404,54928,1060,1644,45.7,26.59,19.11,5721,Oxford/AstraZeneca
Barbados,5/24/2021,131999,76413,55586,667,1530,45.93,26.59,19.34,5324,Oxford/AstraZeneca
Barbados,5/25/2021,133214,76523,56691,1215,1434,46.36,26.63,19.73,4990,Oxford/AstraZeneca
Barbados,5/26/2021,135082,77084,57998,1868,1367,47.01,26.82,20.18,4757,Oxford/AstraZeneca
Barbados,5/27/2021,136382,77494,58888,1300,1199,47.46,26.97,20.49,4172,Oxford/AstraZeneca
Barbados,5/28/2021,137962,77823,60139,1580,1249,48.01,27.08,20.93,4346,Oxford/AstraZeneca
Barbados,5/29/2021,138389,77946,60443,427,1160,48.16,27.12,21.03,4037,Oxford/AstraZeneca
Barbados,5/30/2021,138798,78245,60553,409,1067,48.3,27.23,21.07,3713,Oxford/AstraZeneca
Barbados,5/31/2021,139354,78633,60721,556,1051,48.49,27.36,21.13,3657,Oxford/AstraZeneca
Barbados,6/1/2021,140319,79503,60816,965,1015,48.83,27.67,21.16,3532,Oxford/AstraZeneca
Barbados,6/2/2021,141282,80392,60890,963,886,49.16,27.97,21.19,3083,Oxford/AstraZeneca
Barbados,6/3/2021,,,,,858,,,,2986,Oxford/AstraZeneca
Barbados,6/4/2021,143488,82310,61178,,789,49.93,28.64,21.29,2746,Oxford/AstraZeneca
Barbados,6/5/2021,143649,82458,61191,161,751,49.99,28.69,21.29,2613,Oxford/AstraZeneca
Barbados,6/6/2021,144312,82885,61427,663,788,50.22,28.84,21.38,2742,Oxford/AstraZeneca
Barbados,6/7/2021,144886,83382,61504,574,790,50.42,29.02,21.4,2749,Oxford/AstraZeneca
Barbados,6/8/2021,145964,84300,61664,1078,806,50.79,29.33,21.46,2805,Oxford/AstraZeneca
Barbados,6/9/2021,147036,85175,61861,1072,822,51.17,29.64,21.53,2860,Oxford/AstraZeneca
Barbados,6/10/2021,148395,86390,62005,1359,859,51.64,30.06,21.58,2989,Oxford/AstraZeneca
Barbados,6/11/2021,149233,87132,62101,838,821,51.93,30.32,21.61,2857,Oxford/AstraZeneca
Barbados,6/12/2021,149513,87382,62131,280,838,52.03,30.41,21.62,2916,Oxford/AstraZeneca
Barbados,6/13/2021,150300,88033,62267,787,855,52.3,30.63,21.67,2975,Oxford/AstraZeneca
Barbados,6/14/2021,151004,88373,62631,704,874,52.55,30.75,21.79,3041,Oxford/AstraZeneca
Barbados,6/15/2021,152293,89197,63096,1289,904,53,31.04,21.96,3146,Oxford/AstraZeneca
Barbados,6/16/2021,153350,89921,63429,1057,902,53.36,31.29,22.07,3139,Oxford/AstraZeneca
Barbados,6/17/2021,155423,90735,64688,2073,1004,54.08,31.57,22.51,3494,Oxford/AstraZeneca
Barbados,6/18/2021,156843,91495,65348,1420,1087,54.58,31.84,22.74,3783,Oxford/AstraZeneca
Barbados,6/19/2021,157283,91778,65505,440,1110,54.73,31.94,22.79,3863,Oxford/AstraZeneca
Barbados,6/20/2021,158418,92071,66347,1135,1160,55.13,32.04,23.09,4037,Oxford/AstraZeneca
Barbados,6/21/2021,158980,92305,66675,562,1139,55.32,32.12,23.2,3964,Oxford/AstraZeneca
Barbados,6/22/2021,160266,92874,67392,1286,1139,55.77,32.32,23.45,3964,Oxford/AstraZeneca
Barbados,6/23/2021,161059,93303,67756,793,1101,56.05,32.47,23.58,3831,Oxford/AstraZeneca
Barbados,6/24/2021,162357,93940,68417,1298,991,56.5,32.69,23.81,3449,Oxford/AstraZeneca
Barbados,6/25/2021,163474,94514,68960,1117,947,56.89,32.89,24,3295,Oxford/AstraZeneca
Barbados,6/26/2021,163704,94615,69089,230,917,56.97,32.92,24.04,3191,Oxford/AstraZeneca
Barbados,6/27/2021,164709,95023,69686,1005,899,57.32,33.07,24.25,3128,Oxford/AstraZeneca
Barbados,6/28/2021,165339,95124,70215,630,908,57.54,33.1,24.43,3160,Oxford/AstraZeneca
Barbados,6/29/2021,166212,95264,70948,873,849,57.84,33.15,24.69,2954,Oxford/AstraZeneca
Barbados,6/30/2021,166567,95386,71181,355,787,57.96,33.19,24.77,2739,Oxford/AstraZeneca
Barbados,7/1/2021,,,,,634,,,,2206,Oxford/AstraZeneca
Barbados,7/2/2021,167022,95528,71494,,507,58.12,33.24,24.88,1764,Oxford/AstraZeneca
Barbados,7/3/2021,,,,,487,,,,1695,Oxford/AstraZeneca
Barbados,7/4/2021,,,,,357,,,,1242,Oxford/AstraZeneca
Barbados,7/5/2021,,,,,281,,,,978,Oxford/AstraZeneca
Barbados,7/6/2021,167398,95695,71703,,169,58.25,33.3,24.95,588,Oxford/AstraZeneca
Barbados,7/7/2021,167754,95836,71918,356,170,58.38,33.35,25.03,592,Oxford/AstraZeneca
Barbados,7/8/2021,168069,95981,72088,315,182,58.49,33.4,25.09,633,Oxford/AstraZeneca
Barbados,7/9/2021,168503,96174,72329,434,212,58.64,33.47,25.17,738,Oxford/AstraZeneca
Barbados,7/10/2021,168711,96175,72536,208,228,58.71,33.47,25.24,793,Oxford/AstraZeneca
Barbados,7/11/2021,168818,96212,72606,107,230,58.75,33.48,25.27,800,Oxford/AstraZeneca
Barbados,7/12/2021,168955,96283,72672,137,236,58.79,33.5,25.29,821,Oxford/AstraZeneca
Barbados,7/13/2021,169436,96658,72778,481,291,58.96,33.64,25.33,1013,Oxford/AstraZeneca
Barbados,7/14/2021,169884,96990,72894,448,304,59.12,33.75,25.37,1058,Oxford/AstraZeneca
Barbados,7/15/2021,170249,97243,73006,365,311,59.24,33.84,25.4,1082,Oxford/AstraZeneca
Barbados,7/16/2021,170851,97714,73137,602,335,59.45,34,25.45,1166,Oxford/AstraZeneca
Barbados,7/17/2021,171053,97874,73179,202,335,59.52,34.06,25.46,1166,Oxford/AstraZeneca
Barbados,7/18/2021,171633,98206,73427,580,402,59.73,34.17,25.55,1399,Oxford/AstraZeneca
Barbados,7/19/2021,171771,98281,73490,138,402,59.77,34.2,25.57,1399,Oxford/AstraZeneca
Barbados,7/20/2021,172071,98450,73621,300,376,59.88,34.26,25.62,1308,Oxford/AstraZeneca
Barbados,7/21/2021,172406,98592,73814,335,360,59.99,34.31,25.69,1253,Oxford/AstraZeneca
Barbados,7/22/2021,,,,,346,,,,1204,Oxford/AstraZeneca
Barbados,7/23/2021,172937,98905,74032,,298,60.18,34.42,25.76,1037,Oxford/AstraZeneca
Barbados,7/24/2021,172938,98905,74033,1,269,60.18,34.42,25.76,936,Oxford/AstraZeneca
Barbados,7/25/2021,173352,99030,74322,414,246,60.32,34.46,25.86,856,Oxford/AstraZeneca
Barbados,7/26/2021,173658,99154,74504,306,270,60.43,34.5,25.93,940,Oxford/AstraZeneca
Barbados,7/27/2021,174129,99278,74851,471,294,60.59,34.55,26.05,1023,Oxford/AstraZeneca
Barbados,7/28/2021,174176,99299,74877,47,253,60.61,34.55,26.06,880,Oxford/AstraZeneca
Barbados,7/29/2021,175323,99544,75779,1147,379,61.01,34.64,26.37,1319,Oxford/AstraZeneca
Barbados,7/30/2021,175942,99695,76247,619,429,61.22,34.69,26.53,1493,Oxford/AstraZeneca
Barbados,7/31/2021,175943,99695,76248,1,429,61.23,34.69,26.53,1493,Oxford/AstraZeneca
Barbados,8/1/2021,176467,99921,76546,524,445,61.41,34.77,26.64,1549,Oxford/AstraZeneca
Barbados,8/2/2021,176479,99925,76554,12,403,61.41,34.77,26.64,1402,Oxford/AstraZeneca
Barbados,8/3/2021,176682,100017,76665,203,365,61.48,34.8,26.68,1270,Oxford/AstraZeneca
Barbados,8/4/2021,177056,100091,76965,374,411,61.61,34.83,26.78,1430,Oxford/AstraZeneca
Barbados,8/5/2021,178190,100268,77922,1134,410,62.01,34.89,27.12,1427,Oxford/AstraZeneca
Barbados,8/6/2021,179068,100392,78676,878,447,62.31,34.93,27.38,1555,Oxford/AstraZeneca
Barbados,8/7/2021,179524,100416,79108,456,512,62.47,34.94,27.53,1782,Oxford/AstraZeneca
Barbados,8/8/2021,180757,100512,80245,1233,613,62.9,34.98,27.92,2133,Oxford/AstraZeneca
Barbados,8/9/2021,181325,100573,80752,568,692,63.1,35,28.1,2408,Oxford/AstraZeneca
Barbados,8/10/2021,182786,100698,82088,1461,872,63.61,35.04,28.57,3034,Oxford/AstraZeneca
Barbados,8/11/2021,183493,100760,82733,707,920,63.85,35.06,28.79,3201,Oxford/AstraZeneca
Barbados,8/12/2021,185140,100917,84223,1647,993,64.43,35.12,29.31,3455,Oxford/AstraZeneca
Barbados,8/13/2021,186087,101011,85076,947,1003,64.75,35.15,29.6,3490,Oxford/AstraZeneca
Barbados,8/14/2021,186116,101036,85080,29,942,64.77,35.16,29.61,3278,Oxford/AstraZeneca
Barbados,8/15/2021,186771,101099,85672,655,859,64.99,35.18,29.81,2989,Oxford/AstraZeneca
Barbados,8/16/2021,187290,101149,86141,519,852,65.17,35.2,29.98,2965,Oxford/AstraZeneca
Barbados,8/17/2021,188324,101228,87096,1034,791,65.53,35.23,30.31,2753,Oxford/AstraZeneca
Barbados,8/18/2021,189080,101370,87710,756,798,65.8,35.27,30.52,2777,Oxford/AstraZeneca
Barbados,8/19/2021,190718,101732,88986,1638,797,66.37,35.4,30.97,2773,Oxford/AstraZeneca
Belarus,12/28/2020,0,0,,,,0,0,,,"Sinopharm/Beijing, Sputnik V"
Belarus,12/29/2020,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,12/30/2020,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,12/31/2020,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/1/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/2/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/3/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/4/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/5/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/6/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/7/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/8/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/9/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/10/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/11/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/12/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/13/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/14/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/15/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/16/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/17/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/18/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/19/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/20/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/21/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/22/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/23/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/24/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/25/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/26/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/27/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/28/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/29/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/30/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,1/31/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/1/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/2/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/3/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/4/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/5/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/6/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/7/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/8/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/9/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/10/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/11/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/12/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/13/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/14/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/15/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/16/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/17/2021,,,,,403,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/18/2021,20944,20944,,,403,0.22,0.22,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/19/2021,,,,,410,,,,43,"Sinopharm/Beijing, Sputnik V"
Belarus,2/20/2021,,,,,418,,,,44,"Sinopharm/Beijing, Sputnik V"
Belarus,2/21/2021,,,,,425,,,,45,"Sinopharm/Beijing, Sputnik V"
Belarus,2/22/2021,,,,,432,,,,46,"Sinopharm/Beijing, Sputnik V"
Belarus,2/23/2021,,,,,440,,,,47,"Sinopharm/Beijing, Sputnik V"
Belarus,2/24/2021,,,,,447,,,,47,"Sinopharm/Beijing, Sputnik V"
Belarus,2/25/2021,,,,,455,,,,48,"Sinopharm/Beijing, Sputnik V"
Belarus,2/26/2021,,,,,455,,,,48,"Sinopharm/Beijing, Sputnik V"
Belarus,2/27/2021,,,,,455,,,,48,"Sinopharm/Beijing, Sputnik V"
Belarus,2/28/2021,,,,,455,,,,48,"Sinopharm/Beijing, Sputnik V"
Belarus,3/1/2021,,,,,455,,,,48,"Sinopharm/Beijing, Sputnik V"
Belarus,3/2/2021,,,,,455,,,,48,"Sinopharm/Beijing, Sputnik V"
Belarus,3/3/2021,,,,,455,,,,48,"Sinopharm/Beijing, Sputnik V"
Belarus,3/4/2021,,,,,455,,,,48,"Sinopharm/Beijing, Sputnik V"
Belarus,3/5/2021,,,,,455,,,,48,"Sinopharm/Beijing, Sputnik V"
Belarus,3/6/2021,,,,,455,,,,48,"Sinopharm/Beijing, Sputnik V"
Belarus,3/7/2021,,,,,455,,,,48,"Sinopharm/Beijing, Sputnik V"
Belarus,3/8/2021,,,,,455,,,,48,"Sinopharm/Beijing, Sputnik V"
Belarus,3/9/2021,,,,,455,,,,48,"Sinopharm/Beijing, Sputnik V"
Belarus,3/10/2021,,,,,455,,,,48,"Sinopharm/Beijing, Sputnik V"
Belarus,3/11/2021,,,,,455,,,,48,"Sinopharm/Beijing, Sputnik V"
Belarus,3/12/2021,30944,20944,10000,,455,0.33,0.22,0.11,48,"Sinopharm/Beijing, Sputnik V"
Belarus,3/13/2021,,,,,754,,,,80,"Sinopharm/Beijing, Sputnik V"
Belarus,3/14/2021,,,,,1053,,,,111,"Sinopharm/Beijing, Sputnik V"
Belarus,3/15/2021,,,,,1352,,,,143,"Sinopharm/Beijing, Sputnik V"
Belarus,3/16/2021,,,,,1651,,,,175,"Sinopharm/Beijing, Sputnik V"
Belarus,3/17/2021,,,,,1950,,,,206,"Sinopharm/Beijing, Sputnik V"
Belarus,3/18/2021,,,,,2249,,,,238,"Sinopharm/Beijing, Sputnik V"
Belarus,3/19/2021,,,,,2548,,,,270,"Sinopharm/Beijing, Sputnik V"
Belarus,3/20/2021,,,,,2548,,,,270,"Sinopharm/Beijing, Sputnik V"
Belarus,3/21/2021,,,,,2548,,,,270,"Sinopharm/Beijing, Sputnik V"
Belarus,3/22/2021,,,,,2548,,,,270,"Sinopharm/Beijing, Sputnik V"
Belarus,3/23/2021,,,,,2548,,,,270,"Sinopharm/Beijing, Sputnik V"
Belarus,3/24/2021,,,,,2548,,,,270,"Sinopharm/Beijing, Sputnik V"
Belarus,3/25/2021,,,,,2548,,,,270,"Sinopharm/Beijing, Sputnik V"
Belarus,3/26/2021,66618,40518,26100,,2548,0.71,0.43,0.28,270,"Sinopharm/Beijing, Sputnik V"
Belarus,3/27/2021,,,,,2709,,,,287,"Sinopharm/Beijing, Sputnik V"
Belarus,3/28/2021,,,,,2871,,,,304,"Sinopharm/Beijing, Sputnik V"
Belarus,3/29/2021,,,,,3032,,,,321,"Sinopharm/Beijing, Sputnik V"
Belarus,3/30/2021,,,,,3193,,,,338,"Sinopharm/Beijing, Sputnik V"
Belarus,3/31/2021,,,,,3355,,,,355,"Sinopharm/Beijing, Sputnik V"
Belarus,4/1/2021,,,,,3516,,,,372,"Sinopharm/Beijing, Sputnik V"
Belarus,4/2/2021,,,,,3677,,,,389,"Sinopharm/Beijing, Sputnik V"
Belarus,4/3/2021,,,,,3677,,,,389,"Sinopharm/Beijing, Sputnik V"
Belarus,4/4/2021,,,,,3677,,,,389,"Sinopharm/Beijing, Sputnik V"
Belarus,4/5/2021,,,,,3677,,,,389,"Sinopharm/Beijing, Sputnik V"
Belarus,4/6/2021,,,,,3677,,,,389,"Sinopharm/Beijing, Sputnik V"
Belarus,4/7/2021,,,,,3677,,,,389,"Sinopharm/Beijing, Sputnik V"
Belarus,4/8/2021,,,,,3677,,,,389,"Sinopharm/Beijing, Sputnik V"
Belarus,4/9/2021,118100,92000,26100,,3677,1.25,0.97,0.28,389,"Sinopharm/Beijing, Sputnik V"
Belarus,4/10/2021,,,,,5299,,,,561,"Sinopharm/Beijing, Sputnik V"
Belarus,4/11/2021,,,,,6921,,,,732,"Sinopharm/Beijing, Sputnik V"
Belarus,4/12/2021,,,,,8542,,,,904,"Sinopharm/Beijing, Sputnik V"
Belarus,4/13/2021,,,,,10164,,,,1076,"Sinopharm/Beijing, Sputnik V"
Belarus,4/14/2021,,,,,11785,,,,1247,"Sinopharm/Beijing, Sputnik V"
Belarus,4/15/2021,,,,,13407,,,,1419,"Sinopharm/Beijing, Sputnik V"
Belarus,4/16/2021,,,,,15029,,,,1590,"Sinopharm/Beijing, Sputnik V"
Belarus,4/17/2021,,,,,15029,,,,1590,"Sinopharm/Beijing, Sputnik V"
Belarus,4/18/2021,,,,,15029,,,,1590,"Sinopharm/Beijing, Sputnik V"
Belarus,4/19/2021,,,,,15029,,,,1590,"Sinopharm/Beijing, Sputnik V"
Belarus,4/20/2021,,,,,15029,,,,1590,"Sinopharm/Beijing, Sputnik V"
Belarus,4/21/2021,,,,,15029,,,,1590,"Sinopharm/Beijing, Sputnik V"
Belarus,4/22/2021,,,,,15029,,,,1590,"Sinopharm/Beijing, Sputnik V"
Belarus,4/23/2021,328500,244000,84500,,15029,3.48,2.58,0.89,1590,"Sinopharm/Beijing, Sputnik V"
Belarus,4/24/2021,,,,,14121,,,,1494,"Sinopharm/Beijing, Sputnik V"
Belarus,4/25/2021,,,,,13214,,,,1398,"Sinopharm/Beijing, Sputnik V"
Belarus,4/26/2021,,,,,12307,,,,1302,"Sinopharm/Beijing, Sputnik V"
Belarus,4/27/2021,,,,,11400,,,,1206,"Sinopharm/Beijing, Sputnik V"
